,match_id,player,opponent,season,match_result,indoors,total_points_won,winners,forehand_winner,backhand_winner,errors_forced,unforced_errors,unforced_errors_net,unforced_errors_long,unforced_errors_forehand,unforced_errors_backhand,forced_errors_by_opponent,forced_errors_by_opponent_net,forced_errors_by_opponent_long,break_points_total,break_points_won,aces,double_faults,double_faults_error_net,double_faults_error_long,total_serves,first_serves_in,first_serve_in_percentage,first_serves_won,first_serves_won_percentage,total_second_serves,second_serves_in,second_serves_in_percentage,second_serves_won,second_serves_won_percentage,first_serve_returns,first_serve_returns_percentage,second_serve_returns,second_serve_returns_percentage,short_rallies_won,short_rallies_won_percentage,medium_rallies_won,medium_rallies_won_percentage,long_rallies_won,long_rallies_won_percentage,service_games_total,service_games_won,service_games_won_percentage,aggressive_error_margin_1,aggressive_error_margin_2,first_serve_performance
62,6218fb284200004a002ff9ee,Jaeda Daniel,Cameron Morra,22,0,True,77,32,15,2,17,47,16,31,28,14,23,13,10,14,7,3,15,5,10,78,30,0.38,16,0.53,48,33,0.69,19,0.4,41,0.75,21,0.72,40,0.37,24,0.67,13,0.54,5,4,0.8,2,52,6.15
63,5e24b0271b0000340e48c295,Lana Mavor,Scott,20,0,True,56,12,3,4,4,30,13,17,13,16,4,1,3,10,5,0,0,0,0,47,35,0.74,22,0.63,12,12,1.0,8,0.67,25,0.66,10,0.91,32,0.5,14,0.64,10,0.77,5,5,1.0,-14,16,16.38
64,5e2b29c41800001f7e6eb544,Lana Mavor,Zaccarias,20,0,True,42,10,1,4,3,23,12,11,10,13,2,0,2,8,3,0,4,3,1,44,31,0.7,17,0.55,13,10,0.77,7,0.54,21,0.95,11,1.0,27,0.54,11,0.55,4,0.44,5,4,0.8,-10,13,11.98
65,5e2b2f02180000b77e6eb54d,Lana Mavor,Rettich,20,0,True,71,15,3,9,7,20,9,11,9,11,13,9,4,12,7,1,2,0,2,65,44,0.68,27,0.61,21,19,0.9,8,0.38,29,0.81,22,0.92,41,0.51,22,0.67,8,0.57,6,5,0.83,2,23,18.28
66,5e3781f11e0000831de05812,Lana Mavor,Ribes,20,0,True,46,8,3,3,4,32,17,15,18,13,5,3,2,7,2,2,3,1,2,57,38,0.67,24,0.63,19,16,0.84,3,0.16,29,0.78,12,1.0,34,0.47,8,0.38,4,0.27,5,3,0.6,-20,14,16.0
67,5e5d9d001e0000d0809b3743,Lana Mavor,Gullickson,20,0,False,32,1,0,0,0,38,11,27,10,28,2,2,0,4,2,0,1,0,1,43,28,0.65,10,0.36,15,14,0.93,5,0.33,19,0.86,14,0.88,18,0.39,9,0.45,5,0.26,4,0,0.0,-37,1,6.51
68,6014330c420000dd575aebad,Lana Mavor,Delozire,21,0,True,37,9,6,2,7,13,4,9,3,9,2,2,0,7,4,0,1,0,1,29,16,0.55,12,0.75,13,12,0.92,8,0.62,16,0.8,5,1.0,24,0.67,7,0.58,6,1.0,5,5,1.0,3,16,6.62
69,6018328d420000d3d95aec2e,Lana Mavor,Poggi,21,0,True,53,12,4,5,0,19,3,16,6,12,0,0,0,10,5,2,2,1,1,33,25,0.76,23,0.92,8,6,0.75,5,0.62,29,1.0,12,1.0,37,0.71,15,0.75,1,0.33,7,7,1.0,-7,14,17.42
70,5e21fd2d21000021540175c1,Lexi Keberle,Larri,20,0,False,51,11,8,0,1,29,11,18,11,16,0,0,0,8,5,2,0,0,0,45,34,0.76,22,0.65,11,11,1.0,6,0.55,19,0.7,17,1.0,26,0.58,13,0.62,12,0.5,8,7,0.88,-17,14,16.62
71,5e21f67b2100007b530175be,Lexi Keberle,Dillon,20,0,False,59,12,8,2,7,19,7,12,6,13,2,1,1,10,5,0,0,0,0,43,27,0.63,18,0.67,16,16,1.0,12,0.75,27,0.9,10,0.83,36,0.69,14,0.74,9,0.53,8,7,0.88,0,19,11.3
72,5e2c5fe9180000b0b96eb57b,Lexi Keberle,Smirnova,20,0,False,48,2,1,0,7,4,1,3,2,2,10,6,4,8,6,0,0,0,0,37,23,0.62,13,0.57,14,14,1.0,11,0.79,18,0.82,14,0.93,37,0.66,9,0.6,2,0.33,3,3,1.0,5,9,8.08
73,5e2c63751800006dba6eb581,Lexi Keberle,Kezuka,20,0,False,62,12,8,3,14,15,6,9,11,3,7,2,5,9,7,0,1,0,1,52,42,0.81,25,0.6,10,9,0.9,4,0.4,33,0.89,10,0.83,28,0.52,25,0.71,9,0.56,9,5,0.56,11,26,20.19
74,5e361e911a0000c3e91ba499,Lexi Keberle,Zein,20,0,False,59,5,2,1,2,40,14,26,24,14,2,2,0,8,5,0,2,2,0,63,45,0.71,24,0.53,18,16,0.89,7,0.39,30,0.86,19,0.79,29,0.43,20,0.61,10,0.4,5,4,0.8,-33,7,17.14
75,5e37818f1e00007d1de05811,Lexi Keberle,Karvouni,20,0,True,57,21,16,2,2,15,5,10,10,3,1,0,1,6,4,0,2,1,1,48,28,0.58,24,0.86,20,18,0.9,11,0.55,30,0.97,9,1.0,22,0.65,16,0.55,19,0.73,9,8,0.89,8,23,14.0
76,5e5ae2281b00001be53e656e,Lexi Keberle,Anna Campana,20,0,False,29,3,2,1,1,25,10,15,12,13,7,4,3,4,2,0,2,2,0,43,35,0.81,14,0.4,8,6,0.75,1,0.12,24,0.83,9,0.9,20,0.43,5,0.26,4,0.24,4,1,0.25,-21,4,11.4
77,5e5d9d3e1e000011819b3744,Lexi Keberle,Munera,20,0,False,35,4,1,1,7,27,10,17,12,15,9,5,4,7,2,0,1,0,1,46,30,0.65,11,0.37,16,15,0.94,7,0.44,24,0.77,8,0.89,17,0.41,9,0.39,9,0.36,8,2,0.25,-16,11,7.17
78,6005a58d43000009078323fe,Lexi Keberle,O'dell,21,0,True,73,12,7,3,5,26,6,20,12,14,13,8,5,9,4,0,0,0,0,77,60,0.78,37,0.62,17,17,1.0,9,0.53,24,0.67,23,0.85,36,0.48,18,0.56,19,0.53,9,8,0.89,-9,17,28.83
79,6011ce58420000de0b5aeb86,Lexi Keberle,pozo,21,0,True,63,13,8,2,0,27,10,17,14,13,0,0,0,10,5,4,2,2,0,49,32,0.65,25,0.78,17,15,0.88,8,0.47,27,0.71,16,0.8,28,0.52,21,0.7,14,0.58,6,6,1.0,-14,17,16.33
80,601432d5420000de575aebac,Lexi Keberle,Culberson,21,0,True,37,10,7,2,5,15,4,11,5,10,3,1,2,5,4,0,1,1,0,29,20,0.69,15,0.75,9,8,0.89,5,0.56,11,0.79,9,0.9,22,0.61,9,0.69,6,0.75,5,5,1.0,0,15,10.34
81,6018325742000008da5aec2c,Lexi Keberle,Sevo,21,0,True,54,9,6,0,0,21,5,16,13,7,1,1,0,7,5,0,0,0,0,40,28,0.7,19,0.68,12,12,1.0,9,0.75,28,0.97,15,1.0,32,0.67,15,0.6,7,0.64,4,4,1.0,-12,9,13.3
82,6032c3bf420000fa2117d8d5,Lexi Keberle,Omeru,21,0,True,69,15,11,1,4,35,8,27,25,10,3,2,1,14,8,0,0,0,0,65,51,0.78,24,0.47,14,14,1.0,9,0.64,36,0.8,19,0.95,38,0.54,18,0.51,13,0.52,6,4,0.67,-16,19,18.83
83,6032e7b1420000fa2117d8e4,Lexi Keberle,Johanna Silva,21,0,True,56,14,6,0,2,19,10,9,11,8,1,0,1,8,6,0,0,0,0,48,38,0.79,23,0.61,10,10,1.0,6,0.6,28,0.85,10,0.83,22,0.56,13,0.54,21,0.7,4,3,0.75,-3,16,18.21
84,604f87c1430000336386b5c3,Lexi Keberle,Jain,21,0,False,71,15,14,1,0,46,21,25,27,19,0,0,0,14,8,2,3,1,2,65,48,0.74,28,0.58,17,14,0.82,5,0.29,50,0.91,8,1.0,25,0.61,17,0.45,29,0.56,6,4,0.67,-31,17,20.68
85,6058b35445000020a37c613d,Lexi Keberle,Lopez,21,0,True,58,8,3,2,9,17,6,11,10,7,6,5,1,4,2,3,0,0,0,54,40,0.74,29,0.72,14,14,1.0,8,0.57,27,0.77,12,0.8,36,0.56,12,0.46,10,0.5,5,5,1.0,0,20,21.48
86,6058b8f045000007a37c6148,Lexi Keberle,Erman,21,0,False,62,14,10,1,2,29,9,20,16,12,0,0,0,13,7,0,0,0,0,50,34,0.68,23,0.68,16,16,1.0,5,0.31,25,0.83,23,1.0,37,0.61,20,0.57,5,0.42,5,4,0.8,-13,16,15.64
87,605bb050440000f0048b7c10,Amelia Rajecki,Wilkins,21,0,False,57,11,9,0,6,33,9,24,23,9,1,1,0,14,6,3,4,2,2,50,27,0.54,16,0.59,23,19,0.83,13,0.57,30,0.86,15,0.79,30,0.47,17,0.59,10,0.77,5,4,0.8,-16,20,8.64
88,605bb052440000f0048b7c11,Abigail Rencheli,Dean,21,0,False,58,10,5,3,15,26,8,18,16,8,6,4,2,10,6,0,3,2,1,42,21,0.5,14,0.67,21,18,0.86,13,0.62,18,0.78,17,0.71,35,0.55,13,0.76,10,0.62,4,4,1.0,-1,25,7.0
89,605bb05344000093228b7c12,Lexi Keberle,Sawhney,21,0,False,59,13,9,2,1,25,7,18,12,13,1,1,0,15,5,1,3,3,0,49,34,0.69,20,0.59,15,13,0.87,8,0.53,17,0.77,22,0.92,32,0.59,19,0.58,8,0.5,5,4,0.8,-11,15,13.88
90,6070d394450000874efd24c6,Lexi Keberle,Sabina Richtrova,21,0,False,55,9,6,2,12,21,6,15,15,5,5,2,3,10,7,0,0,0,0,44,32,0.73,18,0.56,12,12,1.0,7,0.58,28,0.93,9,0.82,31,0.63,14,0.64,10,0.62,8,5,0.62,0,21,13.09
91,607392b9460000e9e320179b,Lexi Keberle,Munera,21,0,False,105,19,9,3,11,50,18,32,30,18,9,7,2,11,6,1,2,0,2,96,56,0.58,40,0.71,40,38,0.95,20,0.5,54,0.78,16,0.94,70,0.61,20,0.45,15,0.47,6,6,1.0,-20,31,23.33
92,611d1a62410000aa020b8128,Lexi Keberle,Cabezas,21,0,False,65,12,3,4,17,19,10,9,5,11,18,9,9,8,3,1,4,2,2,73,47,0.64,28,0.6,26,22,0.85,13,0.5,20,0.69,27,0.87,37,0.51,14,0.39,14,0.5,6,6,1.0,10,30,18.03
93,5e24867b1b0000170b48c284,Marta Gonzalez,Elizarras,20,0,False,34,10,4,1,7,40,9,31,18,18,11,7,4,3,1,3,5,0,5,52,25,0.48,13,0.52,27,22,0.81,9,0.33,31,0.86,3,0.5,14,0.33,6,0.27,14,0.48,5,3,0.6,-23,20,6.25
94,5e2b2fb2180000eb7e6eb54e,Marta Gonzalez,van ureden,20,0,False,59,10,5,0,9,24,12,12,12,10,17,5,12,7,4,3,1,0,1,62,28,0.45,14,0.5,34,33,0.97,20,0.59,36,0.9,8,0.8,36,0.51,12,0.44,11,0.58,4,3,0.75,-5,22,6.32
95,5e2c6179180000d5b96eb57e,Marta Gonzalez,Bowtell,20,0,False,39,3,1,2,7,21,8,13,11,10,17,7,10,3,1,1,4,1,3,55,28,0.51,15,0.54,27,23,0.85,10,0.37,15,0.79,12,0.57,31,0.45,5,0.24,3,0.3,9,4,0.44,-11,11,7.64
96,5e2c65b6180000d6ba6eb585,Marta Gonzalez,Budin,20,0,False,70,21,12,0,5,29,10,19,20,7,8,2,6,12,6,3,5,1,4,60,31,0.52,21,0.68,29,24,0.83,13,0.45,41,0.8,10,1.0,38,0.58,20,0.51,12,0.6,10,7,0.7,-3,29,10.85
97,5c5631df1e00006c711f565f,Alana Smith,Nell Miller,19,0,False,59,10,4,1,4,38,19,19,16,17,3,3,0,8,5,1,2,1,1,53,27,0.51,17,0.63,26,24,0.92,17,0.65,25,0.89,15,0.75,36,0.63,16,0.44,7,0.44,6,6,1.0,-24,15,8.66
98,5c58c0e52100005224e8a474,Alana Smith,Nicoara,19,0,True,57,16,7,0,5,22,11,11,12,9,2,2,0,8,5,3,0,0,0,38,21,0.55,17,0.81,17,17,1.0,13,0.76,37,0.86,7,0.78,35,0.61,17,0.71,5,0.42,4,4,1.0,-1,24,9.39
99,5c6b0e911900001e2f41548b,Alana Smith,Tattini,19,0,True,56,19,12,4,2,25,13,12,7,16,6,4,2,11,5,2,3,1,2,44,25,0.57,18,0.72,19,16,0.84,10,0.53,22,0.71,18,0.9,37,0.56,17,0.61,2,0.67,4,4,1.0,-4,23,10.23
100,5c79507f19000041488520e2,Alana Smith,Daavetelia,19,0,True,66,24,11,6,2,51,24,27,30,18,1,0,1,11,4,4,1,1,0,63,41,0.65,26,0.63,22,21,0.95,9,0.41,41,0.82,15,0.79,42,0.54,16,0.44,8,0.4,4,3,0.75,-25,30,16.92
101,5c7c8539270000c6130271cc,Alana Smith,Jovic,19,0,True,58,12,5,5,0,18,10,8,14,3,3,2,1,14,5,5,2,2,0,52,29,0.56,20,0.69,23,21,0.91,12,0.52,21,0.81,12,0.86,52,0.63,4,0.4,2,0.5,9,7,0.78,-6,17,11.15
102,5c880ac51f00002d00c49036,Alana Smith,Navarro,19,0,True,58,14,9,2,1,25,10,15,10,13,0,0,0,13,5,2,1,0,1,41,21,0.51,18,0.86,20,19,0.95,13,0.65,31,0.89,8,1.0,39,0.65,16,0.64,3,0.6,5,5,1.0,-10,17,9.22
103,5c8810da1f00004502c49042,Alana Smith,earnhard,19,0,True,53,19,4,3,7,23,10,13,10,7,0,0,0,10,6,1,3,2,1,39,27,0.69,21,0.78,12,9,0.75,5,0.42,26,0.84,9,1.0,30,0.65,14,0.61,9,0.64,7,6,0.86,3,27,14.54
104,5c968d381c00006c8ddfe711,Alana Smith,Achong,19,0,False,96,26,10,4,25,50,25,25,23,18,11,7,4,11,8,4,4,0,4,90,52,0.58,31,0.6,38,34,0.89,21,0.55,49,0.86,25,0.78,53,0.5,26,0.49,17,0.74,11,8,0.73,1,55,17.91
105,5c9820621d00004621f8829d,Alana Smith,Kozar,19,0,False,81,26,17,4,0,42,17,25,22,14,0,0,0,14,6,5,2,0,2,67,35,0.52,26,0.74,32,30,0.94,15,0.47,41,0.87,15,0.79,50,0.62,16,0.47,15,0.6,6,5,0.83,-16,31,13.58
106,5cb0a1551900000c64ffc6ff,Alana Smith,Soloeva,19,0,False,70,19,9,2,0,58,25,33,38,14,0,0,0,8,3,0,1,1,0,70,45,0.64,25,0.56,25,24,0.96,15,0.6,48,0.86,11,0.79,34,0.52,20,0.44,16,0.5,7,5,0.71,-39,19,16.07
107,5cb09f7d190000ae63ffc6fb,Alana Smith,Salas,19,0,False,114,23,13,4,0,77,35,42,48,23,0,0,0,17,6,6,4,1,3,115,68,0.59,40,0.59,47,43,0.91,21,0.45,46,0.79,36,0.8,78,0.51,26,0.46,10,0.5,12,8,0.67,-54,29,23.65
108,5cd4c995230000aa3df5ee8e,Alana Smith,rasmussen,19,0,False,60,6,2,2,3,17,8,9,8,8,4,4,0,10,4,1,4,1,3,50,25,0.5,20,0.8,25,21,0.84,15,0.6,17,0.63,16,0.76,50,0.61,6,0.5,4,0.5,5,5,1.0,-8,10,10.0
109,5d9415ca1800005a5dcaa8f5,Alana Smith,wolfberg,20,0,False,73,15,8,3,27,22,10,12,9,12,17,13,4,14,7,2,4,4,0,59,34,0.58,23,0.68,25,21,0.84,11,0.44,39,0.75,14,0.78,50,0.53,16,0.55,7,0.78,5,4,0.8,20,44,13.25
110,5d93b0b2180000cc4fcaa8e8,Alana Smith,mattel,20,0,False,70,12,8,2,8,38,18,20,20,13,5,4,1,12,5,4,6,2,4,66,36,0.55,23,0.64,30,24,0.8,11,0.37,33,0.82,26,0.9,49,0.54,14,0.42,7,0.47,8,5,0.62,-18,24,12.55
111,5d941a86180000195ecaa8f9,Alana Smith,boulais,20,0,False,67,11,6,2,3,40,26,14,22,18,1,1,0,9,5,5,1,1,0,65,36,0.55,25,0.69,29,28,0.97,16,0.55,39,0.85,7,0.5,46,0.56,11,0.41,10,0.59,4,4,1.0,-26,19,13.85
112,5d94a0c22100000b07a34457,Alana Smith,emma,20,0,False,61,15,7,4,13,18,10,8,11,6,10,6,4,10,6,5,3,1,2,56,28,0.5,17,0.61,28,25,0.89,14,0.5,21,0.68,21,0.91,35,0.5,17,0.61,9,0.75,6,6,1.0,10,33,8.5
113,5d976b0d210000765ba3449a,Alana Smith,adriana reami,20,0,False,58,20,8,3,6,32,17,15,22,10,4,2,2,6,4,0,0,0,0,50,23,0.46,14,0.61,27,27,1.0,21,0.78,20,0.67,17,0.89,32,0.54,18,0.56,8,0.89,9,8,0.89,-6,26,6.44
114,5e24b2861b00005d0e48c299,Alana Smith,Safont,20,0,True,51,10,4,4,19,15,8,7,12,2,11,6,5,10,6,5,2,2,0,39,24,0.62,20,0.83,15,13,0.87,4,0.27,23,0.82,12,0.86,34,0.61,14,0.58,3,0.75,7,6,0.86,14,34,12.31
115,5e21f53f2100005c530175bc,Alana Smith,Adams,20,0,False,56,10,4,3,7,18,13,5,10,8,3,0,3,7,4,2,0,0,0,42,23,0.55,17,0.74,19,19,1.0,15,0.79,24,0.89,11,1.0,45,0.74,6,0.4,5,0.42,5,5,1.0,-1,19,9.31
116,5e21fca621000012540175c0,Alana Smith,Bakhodirova,20,0,False,55,9,8,0,2,26,12,14,15,7,2,2,0,7,5,7,2,1,1,49,28,0.57,19,0.68,21,19,0.9,12,0.57,30,0.94,5,0.62,38,0.6,12,0.57,5,0.56,4,4,1.0,-15,18,10.86
117,5e250c4f1b0000f41d48c2ab,Alana Smith,Horvit,20,0,True,86,21,10,5,22,26,12,14,14,10,21,15,6,11,4,9,2,0,2,78,48,0.62,41,0.85,30,28,0.93,15,0.5,40,0.74,17,0.85,52,0.57,30,0.53,4,0.31,11,10,0.91,17,52,25.23
118,5e3780581e0000561de0580e,Alana Smith,Smagina,20,0,True,67,22,10,5,16,25,14,11,13,9,15,11,4,9,5,1,2,2,0,70,42,0.6,23,0.55,28,26,0.93,15,0.54,39,0.78,12,0.86,43,0.5,20,0.53,4,0.33,6,5,0.83,13,39,13.8
119,5e373fd71e0000ab16e057fc,Alana Smith,Kessler,20,0,False,61,13,10,2,1,48,22,26,32,13,1,1,0,9,4,2,1,0,1,64,34,0.53,22,0.65,30,29,0.97,17,0.57,32,0.89,15,0.79,38,0.58,12,0.39,11,0.42,10,7,0.7,-34,16,11.69
120,5e5af45b1b00009ee83e6572,Alana Smith,Campana,20,0,False,64,16,5,8,1,33,19,14,14,18,10,5,5,8,3,1,3,1,2,69,38,0.55,20,0.53,31,28,0.9,17,0.55,37,0.86,14,0.88,49,0.52,13,0.43,2,0.4,6,5,0.83,-16,18,11.01
121,5e5d9bba1e00009f809b3740,Alana Smith,Subhash,20,0,False,86,28,7,9,9,57,29,28,32,22,7,3,4,11,5,3,0,0,0,84,45,0.54,28,0.62,39,39,1.0,19,0.49,52,0.88,24,0.92,46,0.51,20,0.49,20,0.49,6,6,1.0,-20,40,15.0
122,6005a7704300008589832403,Alana Smith,Johansen,21,0,True,75,17,10,4,5,41,26,15,17,19,10,9,1,9,7,5,2,2,0,76,50,0.66,27,0.54,26,24,0.92,14,0.54,32,0.86,14,0.78,54,0.59,16,0.41,5,0.5,9,6,0.67,-19,27,17.76
123,6011d0eb420000d40c5aeb8c,Alana Smith,Byrne,21,0,True,56,20,8,2,8,24,12,12,12,11,9,2,7,4,4,3,4,3,1,53,34,0.64,25,0.74,19,15,0.79,8,0.42,27,0.84,15,1.0,39,0.67,11,0.42,6,0.33,5,5,1.0,4,31,16.04
124,601434ac420000d1575aebb2,Alana Smith,Stolmar,21,0,True,57,14,8,4,0,27,17,10,6,21,1,1,0,9,6,3,4,3,1,52,29,0.56,20,0.69,23,19,0.83,10,0.43,21,0.81,12,1.0,38,0.61,14,0.56,5,0.62,5,5,1.0,-13,17,11.15
125,6032c2ec420000fa2117d8d0,Alana Smith,Anna Campana,21,0,True,73,8,2,3,2,28,16,12,14,13,9,7,2,10,6,4,2,1,1,73,36,0.49,24,0.67,37,35,0.95,20,0.54,32,0.8,22,0.85,56,0.55,10,0.4,7,0.54,10,7,0.7,-18,14,11.84
126,60330c0542000012b817d8e8,Alana Smith,Carly Briggs,21,0,True,53,12,9,0,5,25,12,13,12,10,3,2,1,5,5,4,3,1,2,48,33,0.69,22,0.67,15,12,0.8,9,0.6,19,0.86,14,0.78,27,0.57,20,0.67,6,0.55,8,7,0.88,-8,21,15.12
127,6058b177450000a7a37c6139,Alana Smith,Kylie Wilcox,21,0,True,88,14,9,5,0,46,29,17,21,23,1,1,0,12,5,13,4,2,2,81,49,0.6,35,0.71,32,28,0.88,16,0.5,29,0.71,25,0.74,69,0.59,17,0.4,2,0.29,10,9,0.9,-32,27,21.17
128,6058b539450000ada37c6143,Alana Smith,Yusupova,21,0,False,81,22,12,7,0,50,27,23,28,21,0,0,0,10,3,8,5,3,2,75,43,0.57,34,0.79,32,27,0.84,17,0.53,42,0.81,16,0.7,49,0.56,20,0.51,12,0.46,12,11,0.92,-28,30,19.49
129,605bb05544000093228b7c13,Jaeda Daniel,Safont,21,0,False,53,16,7,3,9,22,4,18,14,7,8,4,4,7,6,1,6,3,3,43,24,0.56,15,0.62,19,13,0.68,9,0.47,30,1.0,8,0.73,32,0.59,11,0.58,10,0.56,4,3,0.75,3,26,8.37
